TIME,ACCELERATION
3.4809112548828125e-05,1.0302281084981633
0.012800931930541992,1.031129020761694
0.025115013122558594,1.0328440628192095
0.03757286071777344,1.0293002915732847
0.04999184608459473,1.031133587364336
0.06219601631164551,1.0365019202851735
0.0745079517364502,1.0529124546356752
0.08682680130004883,1.0312510981698402
0.09923386573791504,1.0288737402713475
0.11142897605895996,1.0313630764551376
0.12681984901428223,1.029948974428787
0.1391007900238037,1.0321164970218637
0.1513810157775879,1.024977013865202
0.1639728546142578,1.0275372225105592
0.1761457920074463,1.026012733296803
0.18844079971313477,1.0285068498549326
0.20080995559692383,1.0270467408621171
0.21279001235961914,1.0330753355556461
0.2249138355255127,1.0266345226738443
0.23704886436462402,1.0317519440222456
0.24898481369018555,1.0511565548600097
0.2614619731903076,1.0316543942174998
0.27369189262390137,1.0337146437478728
0.28572988510131836,1.0245703040762222
0.29810595512390137,1.0319822774814336
0.31032800674438477,1.0286341058891497
0.3225069046020508,1.031612072585272
0.33450889587402344,1.030701780541702
0.3467888832092285,1.0295410445721924
0.3590857982635498,1.0268305668008548
0.37134885787963867,1.035380126927536
0.38358402252197266,1.0321093360069844
0.4006388187408447,1.0365260723476586
0.4142038822174072,1.0359469866426134
0.42704200744628906,1.03539676391283
0.43866491317749023,1.0257518313765999
0.4504368305206299,1.033364699769543
0.46199989318847656,1.0431714950265314
0.473552942276001,1.034638012411435
0.48504185676574707,1.024389450315784
0.49637794494628906,1.0374912054769214
0.5079929828643799,1.0334038926973554
0.5191879272460938,1.0265786110181307
0.5311238765716553,1.034864334115989
0.542759895324707,1.0335623796219233
0.5543758869171143,1.0346563319676547
0.5660288333892822,1.0368220044297776
0.5777440071105957,1.0353738807931
0.5892188549041748,1.025936105142157
0.6006648540496826,1.0346658372699553
0.6123228073120117,1.0378465062341695
0.6239819526672363,1.030031611550048
0.6355159282684326,1.0326963743177036
0.6471128463745117,1.036906479351333
0.6585309505462646,1.0268145456471918
0.6702249050140381,1.035489183543476
0.6819338798522949,1.033699997842336
0.693396806716919,1.0353969078302219
0.7048358917236328,1.0278414546869827
0.7165210247039795,1.0319378610614605
0.7279579639434814,1.033874409026617
0.739750862121582,1.0322529799329891
0.7511849403381348,1.031777275998629
0.7629408836364746,1.03085099795437
0.7745249271392822,1.043546509465268
0.7860229015350342,1.040579699197558
0.7975788116455078,1.0282604348626818
0.8090298175811768,1.0363971110653705
0.8206429481506348,1.0326444561285262
0.8321177959442139,1.0313153390703724
0.843735933303833,1.024882919323731
0.8552567958831787,1.0339180792872187
0.8669068813323975,1.0378569873531782
0.8784558773040771,1.0333852048642038
0.8902359008789062,1.0036053336417976
0.9017457962036133,1.0311898300650455
0.9131288528442383,1.031427570429521
0.9247539043426514,1.031171073205178
0.936215877532959,1.0403930061796043
0.9478878974914551,1.0333790043510687
0.9593539237976074,1.0284957518723974
0.9708788394927979,1.0338388084725003
0.9824929237365723,1.0303033182592976
0.9940319061279297,1.0315822297352875
1.006131887435913,1.0312963822077843
1.0177958011627197,1.0284219168146311
1.0293309688568115,1.0355745154296208
1.0407538414001465,1.0313686533783386
1.0523719787597656,1.031046240357014
1.0639748573303223,1.0334534945661855
1.0755629539489746,1.0291084247330635
1.08717679977417,1.0302369603935808
1.098634958267212,1.0269346111452688
1.1103568077087402,1.027410874875321
1.122574806213379,1.0370770178163595
1.1347308158874512,1.0326515557125717
1.1469988822937012,1.0287138646802798
1.159085988998413,1.033114452919775
1.1715478897094727,1.0304478212997576
1.1837668418884277,1.029559107461607
1.1961829662322998,1.0091709473978776
1.2083699703216553,1.0278389611089873
1.220702886581421,1.0288370107701108
1.2330138683319092,1.0375787279983077
1.2452178001403809,1.0047687432410026
1.2573418617248535,1.0575723541704238
1.269676923751831,1.0319332113777002
1.2822048664093018,1.0316481255255399
1.2944087982177734,1.028008597605187
1.3066909313201904,1.0338497626197212
1.31880784034729,1.0353245436419536
1.3312499523162842,1.033284578916482
1.3435468673706055,1.0540227137096134
1.3556928634643555,1.0413440522652893
1.3684048652648926,1.0374295015397326
1.3807709217071533,1.0348891867411558
1.393021821975708,1.0338065218897057
1.405322790145874,1.03099316953437
1.4175639152526855,1.038872837740498
1.4299798011779785,1.033215066591996
1.4424428939819336,1.030667718588435
1.4545068740844727,1.0326312380737244
1.4668519496917725,1.025986648995087
1.4792590141296387,1.0292070845467967
1.491569995880127,1.0254430267023227
1.5036578178405762,1.0310034601688134
1.5160138607025146,1.030286512246717
1.5282859802246094,1.030429889677923
1.5405797958374023,1.0325647700501672
1.5528008937835693,1.0359920366526132
1.5660088062286377,1.0358873196929514
1.578406810760498,1.0368197336580955
1.5907549858093262,1.0303247520359287
1.6030218601226807,1.0336257272215625
1.6154098510742188,1.0353758093271082
1.6274819374084473,1.0306342338393575
1.6399719715118408,1.028273274359315
1.6524829864501953,1.0071725513888765
1.6645967960357666,1.0346071046261187
1.6767628192901611,1.0352350744789598
1.6889779567718506,1.02588695321429
1.7013139724731445,1.0367246154757215
1.7138328552246094,1.0250761294587176
1.726146936416626,1.0339648894522901
1.738415002822876,1.0284952882465002
1.7505488395690918,1.0370943747260024
1.7629868984222412,1.029669677857993
1.7753949165344238,1.0350317826205622
1.787519931793213,1.0358328569359476
1.799933910369873,1.035380126927536
1.8123350143432617,1.0334243104991039
1.8245339393615723,1.0310270183974608
1.8367488384246826,1.028540201034774
1.8489940166473389,1.0566151839770255
1.8614978790283203,1.0252360490818566
1.8735888004302979,1.0332184702088838
1.8860218524932861,1.0108395442053766
1.9037868976593018,1.0557366133610582
1.918025016784668,1.029325770745225
1.9297559261322021,1.0316027702599788
1.941377878189087,1.037832636535894
1.9528889656066895,1.0337081280753635
1.9647870063781738,1.0328339925079268
1.9764018058776855,1.0261964374647676
1.9882149696350098,1.031422976234108
1.9994900226593018,1.0382420161450305
2.011075973510742,1.0367963645415823
2.022566795349121,1.0333636326859683
2.0341858863830566,1.030650947433863
2.0456409454345703,1.0341221376423488
2.0570719242095947,1.037185292599344
2.0684878826141357,1.032560440677464
2.080077886581421,1.0368102481023558
2.0917859077453613,1.0430008101089858
2.1033129692077637,1.0289723646606903
2.1148698329925537,1.0304695123607486
2.126532793045044,1.0308637473652211
2.138082981109619,1.0318760272182108
2.1496009826660156,1.0321100867608757
2.1610379219055176,1.0347132472616931
2.172484874725342,1.025480894929088
2.184018850326538,1.0313483104662198
2.195590019226074,1.0269088114525453
2.2073519229888916,1.058713702060406
2.2187559604644775,1.0276614086038467
2.2303318977355957,1.03536193531585
2.241891860961914,1.007648868731915
2.253108024597168,1.033539542393551
2.264495849609375,1.0273023821838498
2.2760069370269775,1.0411955372006518
2.287423849105835,1.0315064198141166
2.29899001121521,1.0285425190609454
2.310678005218506,1.054975088964388
2.3223018646240234,1.0330367936951668
2.333920955657959,1.0352427608399937
2.3455069065093994,1.0302528993991116
2.357177972793579,1.0379471493204313
2.368604898452759,1.0315458855826531
2.3803420066833496,1.0287785247333732
2.39192795753479,1.0272009572632212
2.403441905975342,1.0342075246895328
2.4151339530944824,1.0334680862906784
2.426529884338379,1.030066128524575
2.4379827976226807,1.0330550262515006
2.4496958255767822,1.0330135120992643
2.4613428115844727,1.0256859635593845
2.4727439880371094,1.0275186600116117
2.4843218326568604,1.0341142412177258
2.4958128929138184,1.0313540608471157
2.507157802581787,1.0337004303031498
2.5186758041381836,1.0346799222391594
2.5304348468780518,1.0317622848585388
2.541929006576538,1.0282851282894936
2.553493022918701,1.0297945907544055
2.565150022506714,1.0347122391739023
2.576627016067505,1.0289079485092105
2.588135004043579,1.0307968762508455
2.5994248390197754,1.0535863143294186
2.62036395072937,1.0296679701856037
2.6334939002990723,1.0339829615290383
2.6503958702087402,1.0300721464536935
2.664064884185791,1.0339911760049607
2.6773149967193604,1.0374236124712022
2.690871000289917,1.0384025198652407
2.7043650150299072,1.032169105857884
2.7178449630737305,1.034026396632135
2.731261968612671,1.0380327098043878
2.743889808654785,1.0545937390506759
2.761354923248291,1.0263756952196303
2.773175001144409,1.0352119286875794
2.786364793777466,1.0539897164561545
2.79967999458313,1.0294188512229627
2.8133559226989746,1.0363714606652898
2.827216863632202,1.0296531509435671
2.8411638736724854,1.0329359029897311
2.8547589778900146,1.0484988301242892
2.868492841720581,1.0348173054411156
2.8893678188323975,1.028190466932807
2.903369903564453,1.0178739150775953
2.9148688316345215,1.0274482644878953
2.9264869689941406,1.0315499880868877
2.938062906265259,1.039967479839264
2.949657917022705,1.0326769810582792
2.9613099098205566,1.0284951723399933
2.972827911376953,1.0375404970469297
2.9842429161071777,1.035542369301749
2.995687961578369,1.0571696707462177
3.007220983505249,1.0350048314318097
3.0187628269195557,1.0291799808263895
3.0303099155426025,1.0233125391958797
3.0418360233306885,1.0302122848224105
3.0533809661865234,1.0290715588061738
3.064893960952759,1.0379327641304021
3.07631778717041,1.029661920950456
3.088472843170166,1.0342219328784505
3.100085973739624,1.031589885534214
3.1116249561309814,1.0282433635906525
3.123396873474121,1.0288632255717467
3.134755849838257,1.0312797368703963
3.146291971206665,1.0137386998253495
3.1580069065093994,1.0280321664842913
3.1697998046875,1.0275461265902668
3.1817870140075684,1.0265616279029335
3.193264961242676,1.0324587240581824
3.204828977584839,1.0309008672009923
3.2163050174713135,1.02790735834054
3.22796893119812,1.0315032994693236
3.2392849922180176,1.0340952203853189
3.2508528232574463,1.0293961536802536
3.2622408866882324,1.0302488206571083
3.273969888687134,1.033804590428235
3.28538179397583,1.0051557728099
3.296984910964966,1.0325389667205425
3.3085289001464844,1.0249279031751457
3.3197779655456543,1.0323843641391073
3.3317689895629883,1.036459336527941
3.343395948410034,1.0229437415948237
3.3548707962036133,1.0282243790758372
3.3665239810943604,1.0284045294522068
3.378041982650757,1.0256912517361607
3.38976788520813,1.0293768719561753
3.4064958095550537,1.0309191953497352
3.420395851135254,1.036992039481631
3.431954860687256,1.0326665339431857
3.4434428215026855,1.0317421807911842
3.4549038410186768,1.0294653159325324
3.4664528369903564,1.0324282417577346
3.47798490524292,1.0352937427114635
3.4897079467773438,1.0445306348549195
3.501114845275879,1.035831389595432
3.5125160217285156,1.033929897324441
3.524132013320923,1.0266198047918473
3.5356428623199463,1.031953542759661
3.5470337867736816,1.0335035554338412
3.5585548877716064,1.0341116186692025
3.5703768730163574,1.0344767229476877
3.5819339752197266,1.0254953094814094
3.5934619903564453,1.0262617207646576
3.6048669815063477,1.0294542861819602
3.616428852081299,1.0314723266461887
3.628004789352417,1.0334807457424515
3.6395699977874756,1.0341272097665073
3.651045799255371,1.029821070573429
3.6625518798828125,1.0297044095632073
3.6742169857025146,1.0399766500309313
3.6857268810272217,1.026955825030179
